significance_rank,DE_id,DE_description,Data_type,Data_type_description,Group_id,Group_id_description,PV,PV_description,PV_count
,22223,Chromosome X genotype probabilities,Text,"data composed of alphanumeric characters, for example the first line of an address",100316,Genotype confidences,NA,NA,NA
,22224,Chromosome Y genotype probabilities,Text,"data composed of alphanumeric characters, for example the first line of an address",100316,Genotype confidences,NA,NA,NA
,22225,Mitochondrial genotype probabilities,Text,"data composed of alphanumeric characters, for example the first line of an address",100316,Genotype confidences,NA,NA,NA
,22297,Analysis date,Date,"a calendar date, for example 14th October 2010",347,Cardiac monitoring,NA,NA,NA
,22298,Impedance,Text,"data composed of alphanumeric characters, for example the first line of an address",347,Cardiac monitoring,NA,NA,NA
,22299,Acceleration,Text,"data composed of alphanumeric characters, for example the first line of an address",347,Cardiac monitoring,NA,NA,NA
,22300,ECG trace,Text,"data composed of alphanumeric characters, for example the first line of an address",347,Cardiac monitoring,NA,NA,NA
,22301,Chromosome 1 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22302,Chromosome 2 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22303,Chromosome 3 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22304,Chromosome 4 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22305,Chromosome 5 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22306,Chromosome 6 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22307,Chromosome 7 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22308,Chromosome 8 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22309,Chromosome 9 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22310,Chromosome 10 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22311,Chromosome 11 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22312,Chromosome 12 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22313,Chromosome 13 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22314,Chromosome 14 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22315,Chromosome 15 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22316,Chromosome 16 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22317,Chromosome 17 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22318,Chromosome 18 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22319,Chromosome 19 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22320,Chromosome 20 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22321,Chromosome 21 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22322,Chromosome 22 genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22323,Chromosome X genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22324,Chromosome Y genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22325,Mitochondrial genotype intensities,Text,"data composed of alphanumeric characters, for example the first line of an address",100317,Genotyping intensities,NA,NA,NA
,22330,PQ interval,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22331,QT interval,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22332,QTC interval,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22333,RR interval,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22334,PP interval,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22335,P axis,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22336,R axis,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22337,T axis,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22338,QRS num,Integer,"whole numbers, for example the age of a participant on a particular date",104,"ECG at rest, 12-lead",NA,NA,NA
,22400,Liver iron (Fe),Continuous,"floating-point numbers, for example the height of a participant",126,Liver MRI,NA,NA,NA
,22401,Liver inflammation factor (LIF),Continuous,"floating-point numbers, for example the height of a participant",126,Liver MRI,NA,NA,NA
,22402,Proton density fat fraction (PDFF),Continuous,"floating-point numbers, for example the height of a participant",126,Liver MRI,NA,NA,NA
,22403,Anterior thigh lean muscle volume (right),Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22404,Posterior thigh lean muscle volume (right),Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22405,Anterior thigh lean muscle volume (left),Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22406,Posterior thigh lean muscle volume (left),Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22407,Visceral adipose tissue volume (VAT),Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22408,Abdominal subcutaneous adipose tissue volume (ASAT),Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22409,Total thigh muscle volume,Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22410,Total trunk fat volume,Continuous,"floating-point numbers, for example the height of a participant",149,Abdominal composition,NA,NA,NA
,22411,VAT/ASAT error indicator,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",149,Abdominal composition,1|2,Missing slab torso|Other Error Torso,2
,22412,Thigh error indicator (left),Categorical (multiple),"sets of answers selected from a coded list or tree of options, for instance concurrent medications",149,Abdominal composition,0|1|2|3,"Other error|Invalid landmark position - thigh completely or partly outside the FOV, in particular the femoral epicondyles are not visible|One or more slab(s) missing in the thigh region|Subject tilted in scanner - part of the thigh outside the FOV or severe outer FOV inhomogeneities affect thigh muscle(s)",4
,22413,Thigh error indicator (right),Categorical (multiple),"sets of answers selected from a coded list or tree of options, for instance concurrent medications",149,Abdominal composition,0|1|2|3,"Other error|Invalid landmark position - thigh completely or partly outside the FOV, in particular the femoral epicondyles are not visible|One or more slab(s) missing in the thigh region|Subject tilted in scanner - part of the thigh outside the FOV or severe outer FOV inhomogeneities affect thigh muscle(s)",4
